url,website,contact,brands,company name
https://www.supralift.com/uk/Forklift-truck-dealers/Firma-Oliver-Schmitt-Meisterbetrieb-Rimbach/554160e95a06dcaa9c9b43d9.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=9,http://www.gbl-schmitt.de,,,"Firma Oliver Schmitt Meisterbetrieb,Schloßstr. 66 ,64668 Rimbach,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Friedrich-Alff-Bitburg/554160ec5a06dcaa9c9b6818.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=10,http://www.alff-bitburg.de,"Christina Alff,Sale used forklifts, Forklift rentals, Ancillary equipment,+49 (0) 6561-9450928 ,+49 (0) 6561-9450999 ",,"Friedrich Alff,Zur Startbahn 4 ,54634 Bitburg,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Geniomeccanica-SA-S.-Antonino/554160ed5a06dcaa9c9b727c.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=11,http://geniomeccanica.ch/,"Luca Wullschleger,Sale used forklifts, Ancillary equipment,+41 (0)91/851 98 30 ,+41 (0)91/851 98 40 ",,"Geniomeccanica SA,Via Essagra 7 ,6592 S. Antonino,Switzerland"
https://www.supralift.com/uk/Forklift-truck-dealers/Handelsonderneming-Deij-Heftrucks-V.O.F.-Vianen-/554160e95a06dcaa9c9b3cc6.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=12,http://www.heftruckoccasions.nl,"N.J. Deij,Sale used forklifts, Ancillary equipment,+31 (0)347 376 170 ,+31 (0) 621 561 154 ,+31 (0)347 355 554 ",,"Handelsonderneming Deij Heftrucks V.O.F.,De Limiet 9 ,4131 NR Vianen ,Netherlands"
https://www.supralift.com/uk/Forklift-truck-dealers/Henryka-Wegrzeniejewska-Strzalkowo/554160ed5a06dcaa9c9b83ea.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=13,http://www.wozki-pl-com,"Leszek Wegrzeniejewski,Sale used forklifts, Ancillary equipment,+48 666 843 578 ,+48 63 21 32 405 ",,"Henryka Wegrzeniejewska,ul. Slowackiego 15 NIP PL 667 112 46 37,62-420 Strzalkowo,Poland"
https://www.supralift.com/uk/Forklift-truck-dealers/Hubtex-Maschinenbau-GmbH-Co.-KG-Fulda/554160ed5a06dcaa9c9b7c41.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=14,http://www.hubtex.com,"Pascal  Haack,Sale used forklifts, Ancillary equipment,+49 (0) 661 83 82 220 ,+49 (0) 661 83 82 120 ","Genkinger, ,Hubtex","Hubtex Maschinenbau GmbH & Co. KG,Werner-von-Siemens-Straße 8 ,36041 Fulda,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/JKH-Heftrucks-BV-Veenendaal/554160ec5a06dcaa9c9b637d.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=15,http://www.jkhheftrucks.nl,"Jan Koiter,Sale used forklifts, Ancillary equipment,+31 (0) 653 380 656 ,+31(0)653380656 ",,"JKH Heftrucks BV,De Schutterij 11,3905 PJ Veenendaal,Netherlands"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Austria-Wien/554160ed5a06dcaa9c9b73ef.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=16,http://www.jungheinrich.at,"Patricia Schreier,Sale used forklifts, Ancillary equipment,(0) 50 61409-1775 ,(0) 50 61409-3705 ,Bellinda Embacher,Forklift rentals,+43 (0) 50 61409-1774 ,+43 (0) 50 61409-3706 ",Jungheinrich,"Jungheinrich Austria,Slamastraße 41 ,1230 Wien,Austria"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-de-Espa%C3%B1a-S.A.U.-Delegaci%C3%B3n-Norte-Loiu-Bizkaia/554160ed5a06dcaa9c9b7abb.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=17,http://www.jungheinrich.es,"Equipo De Ventas,Sale used forklifts, Forklift rentals, Ancillary equipment,+34 937 738 203 ,+34 937 705 062 ",Jungheinrich,"Jungheinrich de España S.A.U. - Delegación Norte,Larrondo Beheko Etorbidea 5,  Nave P-22 ,48180 Loiu (Bizkaia),Spain"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Hung%C3%A1ria-Kft.-Biatorb%C3%A1gy/554160ed5a06dcaa9c9b75fb.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=18,http://www.jungheinrich.hu,"Imre Takács,Sale used forklifts, Ancillary equipment,+36 (23) 531 500 ,+36 (23) 531 501 ",Jungheinrich,"Jungheinrich Hungária Kft.,Tormásrét u. 14 Vendel Park,2051 Biatorbágy,Hungary"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Lift-Truck-Corporation--Richmond-VA/554160ed5a06dcaa9c9b7460.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=19,http://www.jungheinrich.us,"David Sarawesky,Sale used forklifts, Ancillary equipment,+1 804-737-7400  ,+1 804-737-9050  ",Jungheinrich,"Jungheinrich Lift Truck Corporation ,5701 Eastport Blvd ,23231 Richmond, VA,USA"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Norge-AS-Oslo/554160ed5a06dcaa9c9b7885.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=20,http://www.jungheinrich.no,"Ronny Tell,Sale used forklifts, Ancillary equipment,+47 02350 ,+47 22905595 ",Jungheinrich,"Jungheinrich Norge AS,Strømsveien 314 ,1011 Oslo,Norway"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Strasbourg-Lingolsheim/554160ed5a06dcaa9c9b7b37.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=21,http://www.jungheinrich.fr,"Jean-Pierre Pelat,Sale used forklifts, Ancillary equipment,+33 (0)320904550 ,+33 (0)620660977 ,+33 (0)320904439 ,Philippe Meyer,Forklift rentals,+33 (0)388788507  ,+33 (0) 3- 88761444  ",Jungheinrich,"Jungheinrich Strasbourg,Parc Club  de Tanneries 15 - Tannerie Cedex,67834 Lingolsheim,France"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Vertrieb-Deutschland-AG-Co.-KG-Niederlassung-Berlin-Brandenburg-Velten/554160ed5a06dcaa9c9b7acb.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=22,http://www.jungheinrich.de/berlin-brandenburg,"Kerstin Peters,Sale used forklifts, Ancillary equipment,+49 (0) 3304 371 - 181 ,+49 (0) 3304  371 - 114 ,Thomas Flügge,Forklift rentals,+49	(0) 3304 371 - 180 ,+49	(0) 160/98428805 ,+49	(0) 3304 371 - 114 ",Jungheinrich,"Jungheinrich Vertrieb Deutschland AG & Co. KG - Niederlassung Berlin-Brandenburg,Ameisenweg 3 ,16727 Velten,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Vertrieb-Deutschland-AG-Co.-KG-Niederlassung-Koblenz-Andernach-Andernach/577d08957ed64202b817793b.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=23,http://,"Dieter Becker,Sale used forklifts, Ancillary equipment,+49 6251 9898 402 ",Jungheinrich,"Jungheinrich Vertrieb Deutschland AG & Co. KG - Niederlassung Koblenz / Andernach,Buchenstraße  1-10,56626 Andernach,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Vertrieb-Deutschland-AG-Co.-KG-Niederlassung-W%C3%BCrzburg-W%C3%BCrzburg/577d11a07ed64202b8177a55.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=24,http://,"Wolfgang Elshuber,Sale used forklifts, Ancillary equipment,49 89 315 611 412 ",Jungheinrich,"Jungheinrich Vertrieb Deutschland AG & Co. KG - Niederlassung Würzburg,Friedrich-Kohlrausch-Straße  2,97080 Würzburg,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/L.-Dietze-Sohn-F%C3%B6rdertechnik-GmbH-Schorfheide/554160ed5a06dcaa9c9b7325.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.dietze-ft.de,"Sebastian Wurmsee,Sale used forklifts, Ancillary equipment, New equipment,+49 (0) 3335.330 60-44 ,+49 (0) 170.284 60 74 ,+49 (0) 3335.330 60-66 ,Michael Bohn,Forklift rentals,+49 (0) 3335.330 60-51 ,+49 (0) 170.284 59 80 ,+49 (0) 3335.330 60-77 ",Linde,"L. Dietze & Sohn Fördertechnik GmbH,Brückenstraße 18/20,16244 Schorfheide,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Linde-Ernst-M%C3%BCller-GmbH-Co.-KG-N%C3%BCrnberg/554160ed5a06dcaa9c9b730c.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.ernstmueller.de,"Moritz Wolf,Sale used forklifts, Ancillary equipment, New equipment,0911/3006-269 ,0176/13006-269 ,Siegfried Wenisch,Sale used forklifts,+49.911.30 06-229 ,+49.176.13006-229 ,+49.911.30 06-137 ",Linde,"Linde - Ernst Müller GmbH & Co. KG,Am Steinacher Kreuz 16-18 ,90427 Nürnberg,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/LiftHandling-e.K.-Oyten/59d24e9f7ed642035cc60898.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lifthandling.com,"Yilmaz Ciftci,Sale used forklifts, Forklift rentals, Ancillary equipment,04207 6503090 ,0151 56759628 ",,"LiftHandling e.K.,Marie-Curie-Straße  8,28876 Oyten,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Lift-Max-Co.-Ltd.-Samut-Prakan/554160ea5a06dcaa9c9b4e20.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.liftmax.co.th,"Surachai Tangtaratorn,Sale used forklifts, Ancillary equipment,+662 759 8352-5 ,+662 759 8356 ",Linde,"Lift Max Co., Ltd.,6 / 157 M. 7 Srinakarin Rd. T. Bangmuang, A. Muang,10270 Samut Prakan,Thailand"
https://www.supralift.com/uk/Forklift-truck-dealers/LEX-Nutzfahrzeughandel-e.K.-Gr%C3%A4fentonna/554160ea5a06dcaa9c9b4d0f.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lexnutzfahrzeuge.de/,"Holger Harthauss,Sale used forklifts, Ancillary equipment,+ 49 (0) 36042 76 609 ,+ 49 (0) 173 37 33 023 ,+ 49 (0) 36042 79 654 ",,"LEX Nutzfahrzeughandel e.K.,Nägelstedter Weg 2 ,99958 Gräfentonna,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Lenzing-GmbH-Dinslaken/554160ed5a06dcaa9c9b762f.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lenzing-stapler.de,"Patrick Kowalsky,Sale used forklifts, Forklift rentals, Ancillary equipment,+49 (0) 2064 60 198-30 ,+49 (0)163 - 60 555 34 ,+49 (0) 2064 60 198-90 ",,"Lenzing GmbH,Schöttmannshof 6-8 ,46539 Dinslaken,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Lemarpol-Wozki-Widlowe-sp.-z-o.o-Koprki/554160ea5a06dcaa9c9b5068.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lemarpol.pl,"PIOTR LYSON,Sale used forklifts, Forklift rentals, Ancillary equipment,+48 33 870 51 54 / 33 870 52 57 ,48609471797 ",Manitou,"Lemarpol  Wozki Widlowe sp. z o.o,ul. Poznańska 478,05-850 Koprki,Poland"
https://www.supralift.com/uk/Forklift-truck-dealers/LE-COQ-MICHEL-LOUDEAC/5aeb06807ed64210909bf7ba.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://,,,"LE COQ MICHEL,ZI DE KERSUGUET 26,22600 LOUDEAC,France"
https://www.supralift.com/uk/Forklift-truck-dealers/Lauwers-Heftruck-Service-Spiere-Helkijn/554160ed5a06dcaa9c9b72b9.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lauwers-heftrucks.be/,"Thierry Quequin,Sale used forklifts, Ancillary equipment,56457725 ,56457725 ",,"Lauwers Heftruck Service,Industriepark 11 ,8587 Spiere Helkijn,Belgium"
https://www.supralift.com/uk/Forklift-truck-dealers/Lashing-T.G.V.--Zele/554160e95a06dcaa9c9b4461.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.lashing.be,"Marc van den Broeck,Sale used forklifts, Ancillary equipment,+32 (0)52 47 86 33 ,+32 (0)4 75 52 30 33 ,+32 (0)52 47 86 09 ",,"Lashing T.G.V.,Voermanstraat 1 ,9240  Zele,Belgium"
https://www.supralift.com/uk/Forklift-truck-dealers/Langhout-Intern-Transport-B.V.-Franeker/554160ea5a06dcaa9c9b4b5a.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=26,http://www.langhout-heftrucks.nl,"Age Terpstra,Sale used forklifts,(0)517 39 39 39 ,(0)517 397 080 ",,"Langhout Intern Transport B.V.,Oostelijke Industrieweg 6 ,8801 JW Franeker,Netherlands"
https://www.supralift.com/uk/Forklift-truck-dealers/Kugler-Gabelstapler-Service-Vermietung-GmbH-Ostrach/554160ed5a06dcaa9c9b793b.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.kugler.net,"Harald Kugler,Sale used forklifts, Forklift rentals, Ancillary equipment,+49 (0) 7585 - 93 03-44 ,+49 (0) 173 - 57 50 201 ,+49 (0) 7585 - 93 03-99 ","Ausa, ,Doosan, ,Mariotti, ,Stöcklin","Kugler Gabelstapler-Service & Vermietung GmbH,Im Grund 7 ,88356 Ostrach,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Krug-Hessen-GmbH-Neuental/554160ed5a06dcaa9c9b744f.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.krug-hessen.de/,"Manfred Krug,Sale used forklifts, Ancillary equipment,+49 (0) 6693 764 ,+49 (0) 172 564 1292 ,+49 (0) 6693 89 53 ","Clark, ,Mariotti, ,Ausa","Krug Hessen GmbH,Borkener Straße 6 ,34599 Neuental,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Koop-f%C3%BCr-Gabelstapler-GmbH-Unna/554160ed5a06dcaa9c9b803c.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.koop-gabelstapler.de,"Heike Schäfer,Sale used forklifts, Ancillary equipment,+49 (0) 2303 41 021 ,+49 (0) 2303 49 283 ",,"Koop für Gabelstapler GmbH,Werler Str. 26 a ,59423 Unna,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Kompass-Stapler-GmbH-Monheim/59119a4c7ed6420c086fbf93.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.kompass-stapler.de,"Oliver Haunschild,Sale used forklifts, Forklift rentals, Ancillary equipment,090915093060 ,01743293497  ,090915093064 ",,"Kompass Stapler GmbH,Rappenfeldstraße 18,86653 Monheim,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/KOMBITruck-GmbH-Co.KG-Stuhr-Seckenhausen/554160ed5a06dcaa9c9b8367.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.kombitruck.de,"Jens Hawich,Sale used forklifts, Ancillary equipment,+49 (0) 421 87 83 531 ,+49 (0) 421 87 83 534 ",,"KOMBITruck GmbH & Co.KG,Industriestrasse 24 ,28816 Stuhr / Seckenhausen,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/KB-Staplerhandel-GmbH-Bremerhaven/554160ed5a06dcaa9c9b7436.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.KB-Stapler.com,"Axel Heyken,Sale used forklifts, Ancillary equipment,+49 (0) 471 - 97 16 770 ,+49 (0) 170 - 63 80 548 ,+49 (0) 471 - 97 16 771 ",,"KB Staplerhandel GmbH,Am Lunedeich 39 ,27572 Bremerhaven,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Karin-K%C3%BChne-Gabelstapler-Nordkirchen/554160ed5a06dcaa9c9b7ff7.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.kuehne-gabelstapler.de/,"Karin Kühne,Sale used forklifts, Forklift rentals, Ancillary equipment,+49 (0) 2596 10 34 ,+49 (0) 2596 38 90 ",,"Karin Kühne Gabelstapler,Aspastr. 43 ,59394 Nordkirchen,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/K-Trucks-GmbH-L%C3%B6rrach/554160ec5a06dcaa9c9b6ea4.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,http://www.k-trucks.de,"Caroline Koritnik-Meier,Sale used forklifts, Ancillary equipment,07621 157 49 10 ,07621 157 49 33 ,Roman Koritnik,Sale used forklifts, +49-7621-1574910 ,+49-7621-1574933 ",,"K Trucks GmbH,Tumringerstr. 276 ,79539 Lörrach,Germany"
https://www.supralift.com/uk/Forklift-truck-dealers/Jungheinrich-Vertrieb-Deutschland-AG-Co.-KG-Niederlassung-Karlsruhe-Karlsruhe/554160ea5a06dcaa9c9b4f4d.html?_cid=640bdaf9-4c0f-42eb-93aa-38b8ed2f1d3c&&dealer.sortCrit=n&dealer.sortMod=asc&dealer.pageSize=10&dealer.pageNumber=25,https://www.jungheinrich.de/niederlassungen/niederlassung-karlsruhe-14626,"Edgar Gall,Sale used forklifts, Ancillary equipment,+49 7147 2760-400 ,+49 174 214 67 67 ,+49 7147 2760-333 ,Jürgen Heil,Forklift rentals,+49 (0) 721-6278-15 ,+49 (0) 162/2606278 ,+49 (0) 721-6278-32 ",Jungheinrich,"Jungheinrich Vertrieb Deutschland AG & Co. KG Niederlassung Karlsruhe,Greschbachstr. 14,76229 Karlsruhe,Germany"
